"lake","site","date","chla_mgm3_top","DRP_mgm3_bottom","DRP_mgm3_top","NH4_mgm3_bottom","NH4_mgm3_top","NNN_mgm3_bottom","NNN_mgm3_top","secchi_m","TN_mgm3_bottom","TN_mgm3_top","TP_mg_m3_bottom","TP_mgm3_top","turb_NTU_bottom","turb_NTU_top","pH_bottom","pH_top","chla_mgm3_bottom"
"Okataina","1",2008-08-05,1.899999976,5,7,10,17,10,8,10.2,153,142,9,13,0.629999995,0.620000005,7.070000172,7.159999847,NA
"Okataina","1",2008-08-19,2.799999952,8,8,6,10,12,12,10.7,108.5999985,112,6.5,7.5,0.5,0.430000007,7.210000038,7.25,NA
"Okataina","1",2008-09-16,3.400000095,2,0.5,4,0.5,NA,NA,8.6,172,205,11,11,0.680000007,0.800000012,7.320000172,7.599999905,NA
"Okataina","1",2008-10-21,2.099999905,2,2,5,12,14,0.5,10.2,124,130.5,2,5,1.299999952,1.399999976,7.070000172,7.630000114,NA
"Okataina","1",2008-11-18,2,2,NA,5,NA,13,0.5,10.5,90.59999847,97.09999847,15,5.199999809,1.299999952,0.479999989,7.460000038,7.730000019,NA
"Okataina","1",2008-12-16,1.299999952,7.9,2,11,5,13,3,14.4,133,63.5,19,2,1.100000024,0.5,6.639999866,7.639999866,NA
"Okataina","1",2009-01-13,1.100000024,11,2,5,5,13,0.5,13.8,187,59.09999847,44,7.199999809,2.400000095,0.430000007,NA,NA,NA
"Okataina","1",2009-02-17,1.899999976,10,2,5,5,21.19999886,3.289999962,12.5,171.2000122,193.2899933,36,8,NA,NA,6.78000021,7.800000191,NA
"Okataina","1",2009-03-17,3.700000048,12,2,5,5,35,1,9.5,225,74.80000305,24,10,1.700000048,0.920000017,6.679999828,7.860000134,NA
"Okataina","1",2009-04-22,3.400000095,7.2,2,5,5,29,0.5,9.3,90,82.5,11,11,0.899999976,0.959999979,6.599999905,7.599999905,NA
"Okataina","1",2009-05-19,3.5,8.2,2,29,5,0.5,0.5,11.8,100.5,99.5,30,11,1.299999952,1.100000024,7,7.400000095,NA
"Okataina","1",2009-06-22,NA,2,2,5,5,1.590000033,1.899999976,8.6,141.5899963,101.9000015,7.799999714,8.800000191,0.800000012,1.100000024,7.099999905,7.300000191,NA
"Okataina","1",2009-07-21,2.599999905,4.8,5.2,12,11,9,10,10,59,60,10,10,0.529999971,0.519999981,7.199999809,7.25,NA
"Okataina","1",2009-08-17,4.099999905,2,2,5,5,7,5,8.3,NA,NA,7,9,1,0.800000012,7.300000191,7.400000095,NA
"Okataina","1",2009-09-22,1.600000024,2,2,19,5,8,0.5,7.4,128,120.5,16,5,3.299999952,1.5,7.199999809,7.300000191,NA
"Okataina","1",2009-10-28,1.600000024,2,2,5,5,10,0.5,10.1,NA,NA,10,8,1.100000024,0.699999988,7,7.199999809,NA
"Okataina","1",2009-11-17,1.299999952,3,1,3,3,15,1,10.4,89,112,11,8,0.600000024,0.400000006,7,7.5,NA
"Okataina","1",2009-12-16,1.399999976,10,2,0.5,0.5,15,0.5,9.5,90,87,24,8,1.399999976,0.5,6.800000191,7.5,NA
"Okataina","1",2010-01-20,1.5,7,2,1,4,18,2,11,89,98,18,8,1.399999976,0.400000006,6.900000095,7.800000191,NA
"Okataina","1",2010-02-17,2.200000048,10,2,10,2,17,4,12.6,117,97,26,6,1.399999976,0.600000024,6.800000191,7.5,NA
"Okataina","1",2010-03-23,1.899999976,8,1,2,4,31,0.5,12.1,102,108,20,9,1.299999952,0.769999981,6.800000191,7.599999905,NA
"Okataina","1",2010-04-21,2.799999952,6,1,2,1,20,2,11.6,97,105,21,7,2.099999905,0.519999981,6.699999809,7.5,NA
"Okataina","1",2010-05-18,3,5,1,3,2,22,2,11.9,149,113,26,8,2.400000095,1.600000024,7,7.400000095,NA
"Okataina","1",2010-06-15,2.700000048,5,2,10,4,23,1,10.1,109,116,20,12,1,0.5,6.699999809,7,NA
"Okataina","1",2010-07-22,2.200000048,5,2,6,11,26,2,8.5,109,105,17,13,0.879999995,0.540000021,6.699999809,6.900000095,NA
"Okataina","1",2010-08-17,2.900000095,1.3,1.3,10,8,8,8,8.4,90,80,5,6,1.799999952,0.540000021,7.599999905,7.200000286,NA
"Okataina","1",2010-09-27,2.700000048,0.4,0,3,1,4,0.5,8.1,80,90,5,3,0.800000012,0.730000019,7.199999809,7.300000191,NA
"Okataina","1",2010-10-19,1.299999952,1.3,0.4,3,2,2,1,7.8,90,90,8,5,0.860000014,0.720000029,6.900000095,7.300000191,NA
"Okataina","1",2010-11-16,1,0.4,0.4,3,1,1,1,11.4,60,80,4,5,0.99000001,0.449999988,7,7.5,NA
"Okataina","1",2010-12-14,1.600000024,1.3,1.3,7,9,7,1,10.6,80,90,7,5,0.529999971,0.449999988,6.900000095,7.599999905,NA
"Okataina","1",2011-01-18,1.799999952,4.2,1.3,4,18,18,4,10.4,100,120,15,9,0.839999974,0.449999988,6.800000191,7.900000095,NA
"Okataina","1",2011-02-16,1.899999976,3.2,1.3,1,2,15,2,12,90,95,9,6,0.970000029,0.5,7.099999905,7.800000191,NA
"Okataina","1",2011-03-25,2.299999952,6,0.4,4,3,30,1,12.9,104,101,17,7,1.700000048,0.409999996,6.599999905,7.699999809,NA
"Okataina","1",2011-04-20,2.5,6,3.2,0.5,1,28,11,10.5,89,106,12,8,1.100000024,0.079999998,6.800000191,7.400000095,NA
"Okataina","1",2011-05-23,1.899999976,6,0.4,11,1,25,0.5,10.8,118,98,21,6,1.5,0.479999989,6.699999809,7.199999809,NA
"Okataina","1",2011-06-20,2.299999952,5.1,0.4,34,4,27,2,10.5,131,98,14,7,0.939999998,0.5,6.800000191,7.199999809,NA
"Okataina","1",2011-07-19,2.900000095,7,2.3,22,4,42,7,9.9,137,106,13,6,1.100000024,0.430000007,6.699999809,7.300000191,NA
"Okataina","1",2011-08-16,5.099999905,3.2,4.2,3,3,9,7.500000477,7.6,130,105,9,9,0.639999986,0.600000024,NA,7.400000095,NA
"Okataina","1",2011-09-21,3.400000095,0.4,0.4,5,3,6,0.5,7.3,93,83,9,5,0.550000012,0.529999971,7.300000191,7.5,NA
"Okataina","1",2011-10-25,2.400000095,1.3,1.3,3,1,14,1,9,90,103,5,5,0.49000001,0.600000024,7.300000191,7.5,NA
"Okataina","1",2011-11-14,1.200000048,1.3,1.3,0.5,3,28,2,9.1,89,88,7,5,0.75999999,0.5,6.900000095,7.300000191,NA
"Okataina","1",2011-12-21,1.200000048,3.2,1.3,2,3,29,0.5,10.5,88,92,10,5,1,0.5,7,7.599999905,NA
"Okataina","1",2012-01-17,2,5.1,2.3,6,11,43,31,9.4,98,97,9,7,0.469999999,0.430000007,6.900000095,7.400000095,NA
"Okataina","1",2012-02-22,1.5,5.1,1.3,3,2,39,3,10.6,87,103,10,7,0.5,0.469999999,6.800000191,7.400000095,NA
"Okataina","1",2012-03-28,2.599999905,5.1,0.4,1,1,45,3,8.6,105,101,11,5,1.100000024,0.449999988,6.800000191,7.5,NA
"Okataina","1",2012-04-17,2,5.1,0.4,1,1,46,1,10.4,109,108,10,36,0.699999988,0.5,6.699999809,7.5,NA
"Okataina","1",2012-05-15,2.700000048,4.2,0.4,3,1,36,0.5,11.7,100,102,14,5,1.399999976,0.5,6.699999809,7.5,NA
"Okataina","1",2012-06-25,3.200000048,2.3,0.4,4,1,41,1,9.2,98,83,13,10,1,0.5,6.699999809,7.199999809,NA
"Okataina","1",2012-07-18,2.299999952,1.3,2.3,7,8,6,8,6.9,76,88,6,7,0.75,0.699999988,7.099999905,7.099999905,NA
"Okataina","1",2012-08-14,4.699999809,0,0.4,1,1,2,1,7.9,96,99,6,6,0.899999976,0.600000024,7.199999809,7.200000286,NA
"Okataina","1",2012-09-18,3.599999905,0,0.4,21,1,0.5,2,5.9,82,87,5,5,0.699999988,0.800000012,7.400000095,7.5,NA
"Okataina","1",2012-10-16,1.600000024,1.3,1.3,1,1,1,1,9.1,73,71,13,3,1,0.550000012,7.199999809,7.400000095,NA
"Okataina","1",2012-11-13,1.120000005,3.2,1.3,6,2,2,0.5,8.7,66,78,6,4,0.600000024,0.449999988,7.199999809,7.699999809,NA
"Okataina","1",2012-12-06,1.5,3.2,0.4,7,1,10,0.5,9.9,74,85,8,4,0.600000024,0.5,7.110000134,7.659999847,NA
"Okataina","1",2013-01-15,1.399999976,2.3,0.4,1,1,13,0.5,12,75,81,9,5,0.699999988,0.400000006,6.900000095,7.599999905,NA
"Okataina","1",2013-02-19,1.100000024,4.2,2.3,3,3,26,0.5,12,107,89,15,5,1.399999976,0.400000006,6.699999809,7.5,NA
"Okataina","1",2013-03-19,1.299999952,7,0.4,4,1,39,0.5,12.4,91,76,12,3,1.100000024,0.400000006,6.699999809,7.599999905,NA
"Okataina","1",2013-04-22,1.5,5.1,1.3,5,2,29,1,10.3,94,89,14,5,1.200000048,0.550000012,6.800000191,7.400000095,NA
"Okataina","1",2013-05-14,1.399999976,7,1.3,4,5,45,2,12.3,47,80,4,5,1,0.349999994,6.800000191,7.5,NA
"Okataina","1",2013-06-17,2.400000095,6,1.3,3,3,47,3,12.4,96,82,12,4,0.949999988,0.349999994,6.699999809,7.199999809,NA
"Okataina","1",2013-07-15,2.599999905,3.2,2.3,1,1,8,9.5,8,75,88,6,7,0.600000024,1.299999952,7.199999809,7.25,NA
"Okataina","1",2013-08-19,3.299999952,15,2.3,6,1,12,6,7.5,78,69,5,5,11,0.850000024,7.199999809,7.300000191,NA
"Okataina","1",2013-09-18,2.299999952,0.4,0.4,1,1,2,1,7,85,72,8,6,0.899999976,1.100000024,7.300000191,7.5,NA
"Okataina","1",2013-10-16,1.100000024,1.3,6,1,NA,1,10,8.6,78,66,6,1,0.75,0.699999988,7.300000191,7.400000095,NA
"Okataina","1",2013-11-19,1.5,2.3,1.3,4,1,9,1,9,80,80,5,3,1.200000048,0.949999988,6.699999809,8.5,NA
"Okataina","1",2013-12-11,1.200000048,0.4,0,1,1,9,1,11.7,77,72,6,0,0.75,0.449999988,7.099999905,7.400000095,NA
"Okataina","1",2014-01-14,1.299999952,2.3,0,1,1,17,2,11.1,87,122,11,6,1.299999952,0.550000012,7,8.199999809,NA
"Okataina","1",2014-02-18,1.100000024,3.2,0.4,1,1,23,3,14.6,100,98,11,3,1.299999952,0.400000006,6.800000191,7.599999905,NA
"Okataina","1",2014-03-18,1,3.2,0,1,1,24,0.5,13.7,80,96,7,4,0.600000024,0.449999988,6.800000191,7.699999809,NA
"Okataina","1",2014-04-15,1.299999952,5.1,0.4,1,1,23,0.5,12.2,90,85,13,4,0.899999976,0.800000012,6.699999809,7.300000191,NA
"Okataina","1",2014-05-20,1.700000048,5.1,0.4,2,1,27,0.5,10.6,83,89,10,3,0.800000012,1,6.699999809,NA,NA
"Okataina","1",2014-06-17,2.299999952,5.1,0.4,4,1,27,0.5,11.3,85,86,11,3,0.800000012,0.449999988,6.800000191,7.400000095,NA
"Okataina","1",2014-07-22,2.400000095,2.8,2.8,3,4,6,5.5,8,79,78,6,6,1.899999976,1.200000048,6.900000095,7.350000381,NA
"Okataina","1",2014-08-19,NA,3.2,3.2,1,1,8,5,9.3,81,88,6,6,0.449999988,0.699999988,7.400000095,7.199999809,NA
"Okataina","1",2014-09-16,2.200000048,0.9,0.9,1,1,0.5,1,9.6,88,77,7,4,0.699999988,0.600000024,7.400000095,7.5,NA
"Okataina","1",2014-10-20,1.100000024,1.3,2.3,1,1,1,3,10.3,99,82,8,7,NA,0.449999988,7.199999809,7.699999809,NA
"Okataina","1",2014-11-20,1.799999952,3.2,2.3,2,1,2,1,10.1,52,110,7,7,0.699999988,0.400000006,7.099999905,7.699999809,NA
"Okataina","1",2014-12-16,1.399999976,5.1,2.3,1,1,7,3,10.7,71,96,9,6,1.299999952,0.699999988,7,7.5,NA
"Okataina","1",2015-01-20,1.399999976,5.1,2.3,1,1,7,0.5,6.1,77,118,13,9,1.399999976,0.649999976,6.800000191,7.699999809,NA
"Okataina","1",2015-03-18,2.099999905,4.2,2.3,1,1,19,2,13,109,101,16,10,0.699999988,0.349999994,7,7.900000095,NA
"Okataina","1",2015-04-14,2.200000048,5.1,2.3,1,1,21,1,13,97,98,15,8,0.899999976,0.400000006,7,7.800000191,NA
"Okataina","1",2015-05-19,1.5,7.9,2.3,4,1,28,0.5,12.5,93,95,15,10,0.600000024,0.400000006,6.800000191,7.5,NA
"Okataina","1",2015-06-16,2.299999952,8,2.3,7,3,6,2,10.5,89,88,12,7,4.5,0.800000012,6.900000095,7.400000095,NA
"Okataina","1",2015-07-21,1.600000024,4.2,5.1,10,11,5,5,7.7,78,84,11,11,0.550000012,0.600000024,7.400000095,7.5,NA
"Okataina","1",2015-08-18,4.300000191,4.2,3.2,2,2,8,3,8.1,87,95,12,12,0.550000012,0.600000024,7.300000191,7.300000191,NA
"Okataina","1",2015-09-19,3,4.2,2.3,5,1,8,0.5,NA,96,84,13,8,0.699999988,0.699999988,7.300000191,7.300000191,NA
"Okataina","1",2015-10-20,1,2.3,2.3,1,1,9,2,12,78,74,10,7,0.600000024,0.5,7.300000191,7.599999905,NA
"Okataina","1",2015-11-17,1.600000024,0.4,0.4,1,1,8,2,10.7,68,93,7,7,0.449999988,0.5,7.199999809,7.300000191,NA
"Okataina","1",2015-12-15,1.700000048,5.1,2.3,1,1,14,1,11.3,76,87,10,7,0.5,0.349999994,7.199999809,7.599999905,NA
"Okataina","1",2016-01-20,1.399999976,7,2.3,1,1,22,2,11.6,84,100,15,9,0.699999988,0.5,6.599999905,7.400000095,NA
"Okataina","1",2016-02-16,1.299999952,8.8,2.3,2,3,28,3,15.5,77,87,13,6,0.850000024,0.349999994,7,7.900000095,NA
"Okataina","1",2016-03-15,1.600000024,7.9,2.3,2,1,29,2,13.8,88,84,13,6,1.100000024,0.400000006,6.900000095,7.599999905,NA
"Okataina","1",2016-04-18,2.5,6,0.4,5,5,32,0.5,13.8,82,101,13,9,0.699999988,0.5,7,7.5,NA
"Okataina","1",2016-05-17,2,5.1,3.2,7,9,23,2,10.4,77,91,9,7,0.349999994,0.400000006,6.900000095,7.400000095,NA
"Okataina","1",2016-06-14,2.5,3.2,1.3,1,1,29,0.5,11.4,82.58000183,87.62000275,10,6,0.550000012,0.349999994,6.900000095,7.300000191,NA
"Okataina","1",2016-07-19,2.599999905,7,1.3,9,1,34,7,9.5,95,83,13,9,1.399999976,0.800000012,6.900000095,7.099999905,NA
"Okataina","1",2016-08-16,6.900000095,6,2.3,2,2,0,0,7.8,100,80,28,6,6.699999809,1.5,7.099999905,7,NA
"Okataina","1",2016-09-19,2.5,0.4,1.3,0,0,7,4,7.8,90,100,9,7,0.800000012,0.75,7.300000191,7.400000095,NA
"Okataina","1",2016-10-18,0.899999976,1.3,2.3,3,2,0,4,10.6,80,70,6,4,0.699999988,0.400000006,7.199999809,7,NA
"Okataina","1",2016-11-15,0.600000024,0,0,2,3,9,3,12.8,70,70,5,4,0.550000012,0.449999988,7.199999809,7.699999809,NA
"Okataina","1",2016-12-12,1.600000024,3.2,0.4,1,2,10,2,12.5,70,90,8,8,0.449999988,0.5,7.199999809,7.599999905,NA
"Okataina","1",2017-01-17,1.200000048,5.1,4.2,3,2,12,1,12.1,70,90,9,8,0.400000006,0.5,7.199999809,7.900000095,NA
"Okataina","1",2017-02-14,1.399999976,4.2,1.3,0,0,16,0,12.9,90,110,9,5,1.700000048,0.550000012,6.900000095,7.599999905,NA
"Okataina","1",2017-03-14,2.400000095,5.1,1.3,0,1,22,0,12.5,80,90,9,6,0.649999976,0.550000012,7,7.599999905,NA
"Okataina","1",2017-04-18,1.899999976,7,2.3,4,1,27,0,10.5,80,90,11,9,0.800000012,0.449999988,6.900000095,7.5,NA
"Okataina","1",2017-05-16,1.799999952,4.2,10.7,2,2,28,4,9.8,70,80,5,4,0.699999988,0.949999988,6.699999809,6.900000095,NA
"Okataina","1",2017-06-20,2.599999905,6,0,7,3,35,1,10.6,100,100,14,8,1,0.800000012,6.800000191,7,NA
"Okataina","1",2017-07-18,3.299999952,7.9,2.3,8,0,34,1,9.4,90,80,18,10,1,0.600000024,6.900000095,7.300000191,NA
"Okataina","1",2017-08-15,7.400000095,0,0.4,0,0,2,3,6.9,80,80,9,9,0.800000012,1,7.400000095,7.199999809,NA
"Okataina","1",2017-09-19,2.599999905,0.4,0.4,4,3,2,2,9.4,70,80,6,5,0.649999976,0.600000024,7.400000095,7.400000095,NA
"Okataina","1",2017-12-12,1.200000048,0.4,2.3,0,0,24,1,9.8,80,90,8,9,0.5,0.550000012,7.300000191,7.599999905,NA
"Okataina","1",2018-01-16,2.200000048,6,2.3,4,0,31,1,9.6,90,90,14,11,1,0.600000024,7,7.599999905,NA
"Okataina","1",2018-03-28,2.5,3.2,1.3,21,2,2,0,9.9,100,90,13,8,0.800000012,0.550000012,6.800000191,7.400000095,NA
"Okataina","1",2018-04-17,3,3.2,0.4,33,0,22,1,10.3,70,90,7,9,0.349999994,0.449999988,6.800000191,7.699999809,NA
"Okataina","1",2018-05-15,2.700000048,2.3,0.4,65,2,1,1,10.4,120,80,20,9,1.5,0.5,6.800000191,7.599999905,NA
"Okataina","1",2018-06-19,3.299999952,5.1,2.3,19,0,36,2,8.9,110,80,13,5,1.100000024,0.550000012,6.800000191,7.400000095,NA
"Okataina","1",2018-07-17,4.300000191,1.3,1.3,3,0,7,7,5.8,87,83,11,10,0.537999988,0.592999995,7.199999809,7.25,NA
"Okataina","1",2018-08-21,5.300000191,0.4,0.4,1,0,0,1,7.5,69,77,10,9,0.537999988,0.592999995,7.139999866,6.96999979,NA
"Okataina","1",2018-09-18,2,2.3,2.3,4,5,0,0,9.3,74,73,9,5,0.537999988,0.592999995,7.230000019,7.460000038,NA
"Okataina","1",2018-10-16,1.399999976,5,8,3,4,2,1,9.6,69,126,10,8,0.537999988,0.592999995,7.130000114,7.599999905,NA
"Okataina","1",2018-11-20,0.400000006,3,2,0,2,9,1,4.4,78,75,11,5,0.537999988,0.592999995,6.940000057,7.75,NA
"Okataina","1",2018-12-11,0.5,8,6,12,1,7,0,13.3,89,135,10,5,0.537999988,0.592999995,6.869999886,7.5,NA
"Okataina","1",2019-01-15,1.5,9,5,1,1,32.5,1.460000038,10.1,73.09999847,70.80000305,6,5,0.537999988,0.592999995,6.849999905,7.519999981,NA
"Okataina","1",2019-02-19,1.200000048,7,5,1,0,40.59999847,1.649999976,11.9,107,74.69999695,13,4,0.537999988,0.592999995,6.789999962,7.789999962,NA
"Okataina","1",2019-03-19,1.5,9.4,4.2,5.400000095,6.099999905,44.40000153,1.299999952,12.3,112.8000031,97.69999695,11,6,0.537999988,0.592999995,6.849999905,7.579999924,NA
"Okataina","1",2019-04-15,1,9.2,4.6,7.300000191,5.800000191,41.29999924,1.100000024,11.3,113.0999985,105.6999969,11,7,0.537999988,0.592999995,6.889999866,7.659999847,NA
"Okataina","1",2019-05-14,2.200000048,12,7,11.69999981,3,54.20000076,0.990999997,11.3,125,86.80000305,17,7,0.537999988,0.592999995,6.769999981,7.550000191,NA
"Okataina","1",2019-06-18,2.700000048,9,4,1,1,55,0,11.9,106,82,11,7,0.537999988,0.592999995,6.699999809,7.420000076,NA
"Okataina","1",2019-07-16,3.1,4.2,0.4,5,2,58,7,9.25,105,93,10,5,0.806,0.568,6.72,7.19,NA
"Okataina","1",2019-09-18,1.9,0,0,2,0,5,2,7.75,80,98,6,6,0.338,0.593,7.16,7.54,NA
"Okataina","1",2019-12-10,0.9,5,2,4,4,22,2,11.9,80,91,10,6,0.877,0.774,7.08,7.94,NA
"Okataina","1",2019-12-16,1.2,2,2,1,2,12,0,10.35,75,91,5,4,0.841,0.372,7.06,7.85,NA
"Okataina","1",2020-01-21,1.4,7,2,6,6,41,2,10.5,104,88,14,7,1.23,0.611,6.96,7.98,NA
"Okataina","1",2020-02-18,2.4,5.9,6,0.9,0.5,39,3,10.25,85.2,85.5,11,7,0.698,0.271,7.11,8.22,NA
"Okataina","1",2020-03-20,2,3.95,3.5,NA,NA,NA,NA,11.525,82.6,97.75,11.35,8.65,NA,NA,NA,NA,NA
"Okataina","1",2020-04-20,2,3.95,3.5,NA,NA,NA,NA,11.525,82.6,97.75,11.35,8.65,NA,NA,NA,NA,NA
"Okataina","1",2020-05-20,2,3.95,3.5,NA,NA,NA,NA,11.525,82.6,97.75,11.35,8.65,NA,NA,NA,NA,NA
"Okataina","1",2020-06-16,1.6,2,1,1,3,9,1,12.8,80,110,12,10,0.703,0.682,7.16,7.52,NA
"Okataina","1",2020-07-21,2.5,3.3,2.8,12.6,9.8,11,7.9,9.5,85.6,89.8,8,8.1,0.556,0.586,7.19,7.305,NA
"Okataina","1",2020-08-18,3.5,2.7,2.1,6.3,5.2,15.9,13.5,8.5,92.1,94.4,8.2,8.1,0.33,0.63,7.28,7.33,NA
"Okataina","1",2020-09-15,3.5,2,1.9,1.9,2.2,1.4,1,7.4,65.4,53.3,6.8,5.1,0.575,0.783,7.41,7.63,NA
"Okataina","1",2020-10-13,1.6,2,2,4,4,5,3,11.05,81,109,7,6,0.577,0.723,7.23,7.72,NA
"Okataina","1",2020-11-17,1.2,3,1,7,4,11,3,12.6,96,77,9,6,0.38,0.339,7.12,7.99,NA
"Okataina","1",2020-12-15,1.1,4,1,4,2,20,2,12.75,71,88,8,6,0.467,0.602,6.99,8.04,NA
"Okataina","1",2021-01-19,1.3,7,1,2,2,33,0,10.95,85,316,15,8,0.847,0.722,6.89,8.19,NA
"Okataina","1",2021-02-16,1.9,10,2,8,7,38,4,11,115,98,22,8,2.67,0.473,6.82,8.07,NA
"Okataina","1",2021-03-15,1.75,8.35,7.25,6.8,4.4,32.7,97.7,12.25,120.95,1.75,22.55,5.1,1.8225,7.995,6.8,2.05,NA
"Okataina","1",2021-04-21,1.6,6.7,2.1,5.6,1.8,27.4,6.2,13.5,126.9,97.4,23.1,6.5,0.975,0.356,6.78,7.92,NA
"Okataina","1",2021-05-18,1.6,5.1,1.9,58.4,2.5,4.1,2.5,12.75,129.6,82.3,14.9,6.6,0.778,0.409,6.79,7.74,NA
"Okataina","1",2021-06-15,1.5,5.6,0.3,37.9,0.9,25,3.7,10.5,126.9,108.5,17.4,7.5,0.928,0.369,6.78,7.49,NA
"Rerewhakaaitu","1",2000-07-13,2,NA,2,NA,11,NA,3.5,8.4,NA,290,NA,6,NA,1.2,NA,7.400000095,NA
"Rerewhakaaitu","1",2000-08-24,1.799999952,NA,1.25,NA,6,NA,0.5,7.3,NA,336,NA,5,NA,1.07,NA,7.5499999525,NA
"Rerewhakaaitu","1",2000-09-21,1.899999976,NA,1.16666666666667,NA,5.66666666666667,NA,0.5,5.9,NA,346.833333333333,NA,5.33333333333333,NA,0.933333333333333,NA,7.43333339666667,NA
"Rerewhakaaitu","1",2000-10-24,2.799999952,0.5,0.5,3,6,1,1.5,6.5,377,357,5,8,1.1,0.8,7.300000191,7.4500000475,NA
"Rerewhakaaitu","1",2000-11-21,3.200000048,NA,1.66666666666667,NA,9.33333333333333,NA,1.5,4.7,NA,379.833333333333,NA,5,NA,1.46666666666667,NA,7.400000095,NA
"Rerewhakaaitu","1",2000-12-12,3.099999905,NA,0.666666666666667,NA,7.33333333333333,NA,0.833333333333333,2.5,NA,337.166666666667,NA,6,NA,0.876666666666667,NA,7.433333238,NA
"Rerewhakaaitu","1",2001-01-17,2.400000095,NA,0.666666666666667,NA,4.66666666666667,NA,0.666666666666667,4.8,NA,343.333333333333,NA,6.33333333333333,NA,1.16666666666667,NA,7.59333340333333,NA
"Rerewhakaaitu","1",2001-02-13,2.599999905,NA,0.5,NA,11,NA,1,5.4,NA,400.333333333333,NA,7,NA,1.03333333333333,NA,7.233333429,NA
"Rerewhakaaitu","1",2001-03-20,3.100000143,NA,3,NA,7,NA,2.66666666666667,5.8,NA,391.666666666667,NA,5,NA,1.2,NA,7,NA
"Rerewhakaaitu","1",2001-04-19,5.400000095,NA,0.5,NA,4.66666666666667,NA,2,4.2,NA,371.666666666667,NA,5,NA,1.29333333333333,NA,7.5,NA
"Rerewhakaaitu","1",2001-05-23,3.799999952,NA,0.5,NA,3.33333333333333,NA,2.66666666666667,5.7,NA,339.666666666667,NA,5,NA,1.23333333333333,NA,7.199999809,NA
"Rerewhakaaitu","1",2001-06-19,3.5,NA,2.33333333333333,NA,6.66666666666667,NA,3,6.5,NA,382.333333333333,NA,6,NA,0.943333333333333,NA,7.5,NA
"Rerewhakaaitu","1",2001-07-12,2.400000095,NA,1,NA,6,NA,NA,7.5,NA,NA,NA,5,NA,0.98,NA,7.400000095,NA
"Rerewhakaaitu","1",2001-08-24,5.5,NA,3,NA,2,NA,3,5.3,NA,358,NA,4,NA,1.4,NA,6.599999905,NA
"Rerewhakaaitu","1",2001-09-11,4.800000191,NA,0.5,NA,7,NA,1,4.7,NA,353,NA,6,NA,0.75,NA,7.800000191,NA
"Rerewhakaaitu","1",2001-10-26,2.799999952,NA,2,NA,4,NA,0.5,3.8,NA,332.5,NA,9,NA,0.84,NA,7.699999809,NA
"Rerewhakaaitu","1",2001-11-16,2.700000048,NA,NA,NA,NA,NA,0.5,5.3,NA,304.5,NA,3.5,NA,1.1,NA,7.900000095,NA
"Rerewhakaaitu","1",2001-12-14,3.400000095,NA,0.5,NA,6,NA,NA,5.3,NA,NA,NA,4,NA,0.68,NA,7.110000134,NA
"Rerewhakaaitu","1",2002-01-09,2.400000095,NA,0.5,NA,4,NA,0.5,4.4,NA,342.5,NA,7,NA,0.7,NA,7.5,NA
"Rerewhakaaitu","1",2002-02-15,3.599999905,NA,1,NA,4,NA,2,2.7,NA,376,NA,11,NA,1.3,NA,NA,NA
"Rerewhakaaitu","1",2002-03-14,3.5,NA,1,NA,5,NA,NA,4.6,NA,NA,NA,7,NA,0.76,NA,7.949999809,NA
"Rerewhakaaitu","1",2002-04-11,2.900000095,NA,0.5,NA,6,NA,2,4.7,NA,291,NA,9,NA,1.1,NA,7.670000076,NA
"Rerewhakaaitu","1",2002-05-14,2.700000048,NA,4,NA,11,NA,1,4.8,NA,420,NA,5,NA,0.74,NA,7.71999979,NA
"Rerewhakaaitu","1",2002-06-12,3.200000048,NA,2,NA,1,NA,2,5.4,NA,326,NA,4,NA,0.54,NA,6.900000095,NA
"Rerewhakaaitu","1",2002-07-26,2,NA,4,NA,3,NA,0.5,8,NA,264.5,NA,1,NA,0.86,NA,7.510000229,NA
"Rerewhakaaitu","1",2002-08-22,1.5,NA,3,NA,694,NA,0.5,9.1,NA,333.5,NA,7,NA,0.4,NA,6.599999905,NA
"Rerewhakaaitu","1",2002-09-26,2.799999952,NA,1,NA,897,NA,0.5,5.9,NA,221.5,NA,9,NA,1.7,NA,7.590000153,NA
"Rerewhakaaitu","1",2002-10-22,1.200000048,NA,1,NA,3,NA,0.5,10.2,NA,327.5,NA,4,NA,NA,NA,7.510000229,NA
"Rerewhakaaitu","1",2002-11-19,1.700000048,NA,4,NA,3,NA,NA,6,NA,NA,NA,10,NA,0.59,NA,7.900000095,NA
"Rerewhakaaitu","1",2002-12-18,2,NA,0.5,NA,8,NA,1,5.3,NA,270,NA,7,NA,0.71,NA,7.699999809,NA
"Rerewhakaaitu","1",2003-01-23,3.099999905,2,0.5,14,2,4,0.5,5.1,353,396.5,5,3,0.85,0.41,7.800000191,8.100000381,NA
"Rerewhakaaitu","1",2003-02-18,3.599999905,NA,2,NA,1,NA,2,7.7,NA,320,NA,15,NA,0.85,NA,7.599999905,NA
"Rerewhakaaitu","1",2003-03-17,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rerewhakaaitu","1",2003-04-17,7.099999905,NA,5,NA,39,NA,2,4.3,NA,355,NA,13,NA,1.3,NA,7.5,NA
