"lake","site","date","chla_mgm3_top","DRP_mgm3_bottom","DRP_mgm3_top","NH4_mgm3_bottom","NH4_mgm3_top","NNN_mgm3_bottom","NNN_mgm3_top","secchi_m","TN_mgm3_bottom","TN_mgm3_top","TP_mg_m3_bottom","TP_mgm3_top","turb_NTU_bottom","turb_NTU_top","pH_bottom","pH_top","chla_mgm3_bottom"
"Rerewhakaaitu","1",2003-05-29,4.099999905,2,3,14,2,0.5,0.5,6.3,392.5,327.5,4,5,1.4,2.1,7.599999905,7.699999809,NA
"Rerewhakaaitu","1",2003-06-20,3.099999905,2,2,26,672,1,0.5,8.4,416,342.5,6,8,0.8,0.6,7.5,7.5,NA
"Rerewhakaaitu","1",2003-07-31,1.299999952,0.5,0.5,2,2,4,4,12,NA,314,NA,6,0.5,1,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2003-08-29,1,2,0.5,4,5,118,0.5,11.8,469,263.5,9,9,1.1,0.5,7.699999809,7.699999809,NA
"Rerewhakaaitu","1",2003-09-23,1.600000024,0.5,0.5,13,10,0.5,0.5,NA,284.5,569.5,17,7,0.4,0.6,7.5,7.599999905,NA
"Rerewhakaaitu","1",2003-10-23,NA,2,4,5,5,2,2,7.9,326,286,7,6,0.65,0.74,7.5,7.699999809,NA
"Rerewhakaaitu","1",2003-11-20,1.200000048,0.5,0.5,4,4,2,2,9.6,322,372,7,6,0.73,0.72,7.5,7.599999905,NA
"Rerewhakaaitu","1",2003-12-18,NA,0.5,22,7,10,0.5,1,6.7,426.5,333,6,9,0.85,3.8,6.400000095,7.599999905,NA
"Rerewhakaaitu","1",2004-01-21,3.700000048,3,1,24,6,7,3,6,362,420,9,8,1.6,0.84,7.099999905,7.599999905,NA
"Rerewhakaaitu","1",2004-02-23,4,2,8,0.5,0.5,3,6,6.7,336,375,8,9,0.92,1.5,7.5,7.599999905,NA
"Rerewhakaaitu","1",2004-03-24,3,2,8,1,43,0.5,0.5,5.5,384.5,406.5,34,6,0.93,0.9,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2004-04-23,2.599999905,3,12,2,10,2,0.5,7.7,364,437.5,18,10,1.7,1.6,7.5,7.699999809,NA
"Rerewhakaaitu","1",2004-05-20,2.700000048,5,7,3,1,4,2,8,458,373,4,6,1.7,1.4,7.400000095,7.5,NA
"Rerewhakaaitu","1",2004-06-23,2.400000095,0.5,0.5,5,2,4,4,8.6,404,375,10,10,1.7,2,7.599999905,7.5,NA
"Rerewhakaaitu","1",2004-07-30,4,0.5,0.5,0.5,2,0.5,4,6,377.5,342,6,8,0.61,0.58,7.429999828,7.329999924,NA
"Rerewhakaaitu","1",2004-08-26,2.700000048,0.5,0.5,5,9,1,2,5.4,394,157,8,4,0.53,0.6,7.409999847,7.539999962,NA
"Rerewhakaaitu","1",2004-10-08,3.400000095,0.5,0.5,3,10,0.5,1,5.6,410.5,136,NA,9,0.67,0.66,7.510000229,7.539999962,NA
"Rerewhakaaitu","1",2004-10-21,2.799999952,0.5,2,3,0.5,2,2,5.7,392,379,6,9,0.71,0.67,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2004-11-19,3.900000095,0.5,0.5,7,9,3,2,4.5,404,373,5,16,0.8,0.86,7.400000095,7.5,NA
"Rerewhakaaitu","1",2004-12-14,4,0.5,0.5,4,22,1,1,5.2,311,453,9,9,1.1,1.8,7.300000191,7.699999809,NA
"Rerewhakaaitu","1",2005-01-20,3.299999952,0.5,0.5,2,4,1,1,6.1,400,402,9,7,0.91,0.79,6.900000095,7.199999809,NA
"Rerewhakaaitu","1",2005-02-24,2.599999905,2,0.5,57,9,3,2,5.4,187,183,9,5,1.3,0.93,6.599999905,7.199999809,NA
"Rerewhakaaitu","1",2005-03-24,6.300000191,3,3,47,18,8,6,6,454,NA,16,13,1.1,1.1,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2005-04-21,5.599999905,2,2,12,8,0.5,0.5,5.4,367.5,365.5,7,11,0.96,1.4,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2005-05-24,3.099999905,2,2,1,0.5,0.5,0.5,5.9,338.5,366.5,5,7,0.51,1.2,7.5,7.5,NA
"Rerewhakaaitu","1",2005-06-23,2.200000048,0.5,0.5,14,4,NA,NA,9.4,325,321,5,5,NA,NA,7.5,7.5,NA
"Rerewhakaaitu","1",2005-07-22,1.399999976,0.5,0.5,0.5,0.5,0.5,1,9.6,338.5,351,5,4,0.36,0.46,7.5,7.400000095,NA
"Rerewhakaaitu","1",2005-08-26,2.099999905,3,2,4,4,136,0.5,8.6,470,350,6,10,0.41,0.71,7.699999809,7.699999809,NA
"Rerewhakaaitu","1",2005-09-22,2.099999905,NA,3,NA,12,14,4,6,701,676,NA,NA,0.7,0.6,6.900000095,7,NA
"Rerewhakaaitu","1",2005-10-20,1.399999976,3,3,1,0.5,NA,4,8.3,334,416,7,21,0.6,0.8,7.400000095,7.5,NA
"Rerewhakaaitu","1",2005-11-17,2.400000095,2,0.5,4,1,0.5,0.5,6.8,323.5,278.5,9,5,0.76,0.76,7.5,7.699999809,NA
"Rerewhakaaitu","1",2005-12-15,1.899999976,2,4,7,8,2,3,8.4,205,323,4,11,0.7,0.7,7.400000095,7.599999905,NA
"Rerewhakaaitu","1",2006-02-02,3,7,2,19,19,6,7,5.3,459,357,9,12,1.1,1,7.400000095,7.599999905,NA
"Rerewhakaaitu","1",2006-02-23,3.099999905,3,2,76,16,11,60,5.1,435,405.9999695,7,6,1.1,0.99,7,7,NA
"Rerewhakaaitu","1",2006-03-23,4.199999809,2,2,15,6,NA,5,5.4,NA,NA,12,8,1.2,1.2,7.099999905,7.400000095,NA
"Rerewhakaaitu","1",2006-04-20,5.099999905,2,1,11,11,10,10,NA,380,375,12,11,1.2,1,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2006-05-24,5.400000095,3,7,27,64,13,16,6.4,NA,NA,NA,NA,0.69,0.8,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2006-06-26,1.799999952,4,5,18,26,18,18,7.3,348,348,10,10,0.54,1.3,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2006-07-24,1.399999976,2,3,7,7,34.29999924,34.60000229,8.3,381.2999878,336.5999756,0.5,9,5.5,4.8,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2006-08-15,2.5,0.5,5,5,4,19,18,6.4,342,289,5,14,0.87,0.69,7.5,7.599999905,NA
"Rerewhakaaitu","1",2006-09-21,5.599999905,NA,2,NA,15,0.5,1,5.7,NA,391,67,5,0.89,0.7,7.5,7.400000095,NA
"Rerewhakaaitu","1",2006-11-03,5,5,3,5,15,2,2,5,354,376,11,13,1.2,1.3,7.599999905,7.699999809,NA
"Rerewhakaaitu","1",2006-11-16,4.599999905,2,3,7,14,1,4,4.9,386,457,11,7,1.1,1.1,7.5,7.699999809,NA
"Rerewhakaaitu","1",2006-12-15,2,3,8,19,19,9,9,5.3,434,445,11,11,1.2,1.2,7.5,7.800000191,NA
"Rerewhakaaitu","1",2007-01-19,2.5,5,3,53,30,12,6,5.3,590,447,7,9,1,1.1,7,7.400000095,NA
"Rerewhakaaitu","1",2007-02-21,2.099999905,0.5,1,136,13,8,6,5.5,551,462,12,9,1.2,1,7.199999809,7.5,NA
"Rerewhakaaitu","1",2007-03-22,2.599999905,0.5,1,13,8,16,16,4.6,451,NA,4,11,1,1.1,7.699999809,7.800000191,NA
"Rerewhakaaitu","1",2007-04-26,3,2,7,19,31,18,15,5.6,NA,445,13,2,1,1,7.400000095,7.5,NA
"Rerewhakaaitu","1",2007-05-24,1.799999952,2,2,8,11,17,15,5.5,422,409,11,11,0.65,0.79,7.5,7.5,NA
"Rerewhakaaitu","1",2007-06-19,1.299999952,0.5,0.5,6,5,NA,NA,7.2,263,311,5,5,0.52,0.59,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2007-07-27,3.400000095,3,5,22,4,25,24,6.8,350,487,11,14,2.2,1.3,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2007-08-23,3.5,5,14,10,17,NA,NA,5.2,420,382,12,14,0.79,0.95,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2007-09-20,3.200000048,2,3,17,13,19,10,5,381,388,5,5,1,1,7.099999905,7.400000095,NA
"Rerewhakaaitu","1",2007-10-24,5,2,3,7,10,1,1,4.4,472,458,11,9,1.4,1.4,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2007-11-16,5.599999905,3,3,20,12,9,2,4.1,471,464,5,6,1.4,1.5,7.199999809,7.400000095,NA
"Rerewhakaaitu","1",2007-12-14,4.5,4,3,80,34,11,8,3,569,475,11,9,1.2,1.6,6.800000191,7.199999809,NA
"Rerewhakaaitu","1",2008-01-30,3.099999905,0.5,0.5,256,78,9,3,4.6,641,580,9,9,1.9,1.4,6.699999809,7.099999905,NA
"Rerewhakaaitu","1",2008-02-21,2.799999952,22,7,60,0.5,21,19,4.3,477,522,9,7,1.2,1.2,7.199999809,7.400000095,NA
"Rerewhakaaitu","1",2008-03-23,3.900000095,0.5,0.5,57,23,24,20,5.5,453,500,2,2,0.94,0.93,7.300000191,7.599999905,NA
"Rerewhakaaitu","1",2008-04-23,3.299999952,0.5,2,42,50,28,28,5.2,419,708,5,9,1.2,1.2,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2008-05-22,2.900000095,7,5,64,85,44,45,5.8,498,535,13,16,0.76,0.84,7.400000095,7.5,NA
"Rerewhakaaitu","1",2008-06-19,5.199999809,0.5,15,36,39,54,54,5.2,439,480,5,7,0.94,0.97,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2008-08-07,3.299999952,5,5,45,43,101,113,5.8,744,634,46,16,7.7,0.94,7.329999924,7.360000134,NA
"Rerewhakaaitu","1",2008-09-25,3.900000095,2,2,9,41,NA,NA,4.4,473,458,11,9,1.2,1.1,7.28000021,7.409999847,NA
"Rerewhakaaitu","1",2008-11-10,5.5,2,2,29.5,25.5,5.900000095,4.599999905,4.1,385.8999939,344.6000061,8,12,1.2,1.8,7.360000134,7.429999828,NA
"Rerewhakaaitu","1",2008-11-20,7.099999905,2,9.800000191,45,20,14,8,4.3,414,368,8,7.8,1.1,1.3,7.179999828,7.420000076,NA
"Rerewhakaaitu","1",2008-12-15,3.200000048,2,37,27,5,18,13,3.5,398,373,5,6,1.4,1.4,6.690000057,7.010000229,NA
"Rerewhakaaitu","1",2009-01-15,5.099999905,2,2,235,70,12,8.899999619,4.1,642,428.8999939,11,12,1.7,2.2,6.5,7,NA
"Rerewhakaaitu","1",2009-02-19,NA,2,2,11,67,11,9,3.8,451,459,17,12,1.2,1.6,7.119999886,7.21999979,NA
"Rerewhakaaitu","1",2009-03-19,5.699999809,2,2,44,27,18,15,4.1,388,495,11,10,1.4,1.3,7.199999809,7.489999771,NA
"Rerewhakaaitu","1",2009-04-24,7.699999809,2,2,120,5,1,2.299999952,4.1,331,162.3000031,13,15,1,2.7,7.5,7.599999905,NA
"Rerewhakaaitu","1",2009-05-21,6.099999905,2,2,16,14,1.74000001,1.569999933,4.3,291.7399902,481.5699768,10,12,2.9,1.6,6.800000191,6.699999809,NA
"Rerewhakaaitu","1",2009-06-19,3.900000095,2,2,18,5,4.550000191,5.950000286,4.7,364.5500183,365.9500122,11,5,1,1.6,7.400000095,7.5,NA
"Rerewhakaaitu","1",2009-07-23,4.199999809,2,2,17,27,13,13,4.7,393,403,8.3,9.3,2,1.2,7.300000191,7.350000381,NA
"Rerewhakaaitu","1",2009-08-18,4.5,2,2,5,5,13,15,4.6,263,NA,9,12,1.2,0.9,7.599999905,7.699999809,NA
"Rerewhakaaitu","1",2009-09-25,3.799999952,2,2,18,5,12,4,3.5,382,354,2,4,1.6,2.2,7.099999905,7.199999809,NA
"Rerewhakaaitu","1",2009-10-20,5.900000095,2,2,5,5,1,1,4.2,421,371,14,11,1.3,1.3,7.5,7.5,NA
"Rerewhakaaitu","1",2009-11-19,5.300000191,1,3,3,13,2,2,3.8,412,436,13,16,1.1,1,7.199999809,7.300000191,NA
"Rerewhakaaitu","1",2009-12-17,5.099999905,0.5,0.5,52,3,6,7,4.2,429,417,9,11,1.3,1.2,6.900000095,7.199999809,NA
"Rerewhakaaitu","1",2010-01-19,9.800000191,2,4,39,16,4,10,3.5,456,448,12,14,1,1.1,7.099999905,7.099999905,NA
"Rerewhakaaitu","1",2010-02-16,4.300000191,1,3,183,46,6,5,3,574,489,12,14,2,2,6.699999809,6.800000191,NA
"Rerewhakaaitu","1",2010-03-25,6.099999905,1,1,0,10,9,9,4.1,422,428,13,14,1.1,1.2,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2010-04-20,7.5,0.5,1,1,5,2,2,4.5,430,395,11,12,1.1,1.5,7.300000191,7.199999809,NA
"Rerewhakaaitu","1",2010-05-20,4.699999809,1,2,2,5,3,3,4.2,385,412,12,14,2.3,1.1,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2010-06-17,5.5,1,1,5,10,2,1,3.4,408,372,13,11,1.5,1.4,7.599999905,7.5,NA
"Rerewhakaaitu","1",2010-07-20,3,1,1,4,6,0.5,1,3.4,375,399,12,13,1.3,1.2,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2010-08-23,6,2.345458395,2.345458395,7,11,2,1.500000119,3,340,330,12.3,12.3,1.9,2.4,7.5,7.549999714,NA
"Rerewhakaaitu","1",2010-09-29,3.5,0.472726173,1.409092284,5,6,1,2,4,360,350,12.3,12.3,1.2,1.8,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2010-10-26,2.099999905,0.004543117,1.409092284,7,7,3,3,4.3,320,360,10.4,13.3,1.1,1.4,7.5,7.599999905,NA
"Rerewhakaaitu","1",2010-11-18,4.800000191,1.409092284,1.409092284,9,5,5,2,4.8,370,410,9.4,11.4,0.63,1.3,7.199999809,7.300000191,NA
"Rerewhakaaitu","1",2010-12-16,6.099999905,0.472726173,1.409092284,12,10,3,2,4.5,320,330,10.4,9.4,1,1,6.900000095,7.199999809,NA
"Rerewhakaaitu","1",2011-01-20,2.900000095,1.409092284,4.218190617,72,28,4,4,3.6,440,400,9.4,11.4,1.3,1.2,6.800000191,7,NA
"Rerewhakaaitu","1",2011-02-17,3.200000048,2.345458395,13.58185173,50,97,3,4,4.1,377,366,10.4,11.4,1.3,1.4,7,7.199999809,NA
"Rerewhakaaitu","1",2011-03-29,4.699999809,3.281824506,4.218190617,13,14,4,5,4.8,369,393,9.4,9.4,1.4,1.4,7.199999809,7.199999809,NA
"Rerewhakaaitu","1",2011-04-14,4.800000191,1.409092284,3.281824506,7,6,2,3,5.3,377,380,11.4,14.3,1.2,2,7.5,7.5,NA
"Rerewhakaaitu","1",2011-05-27,3.200000048,1.409092284,2.345458395,5,5,3,3,5.6,347,361,9.4,9.4,0.79,1,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2011-06-23,3.5,1.409092284,1.409092284,6,7,7,8,5.9,325,329,9.4,10.4,0.76,1.3,7.199999809,7.199999809,NA
"Rerewhakaaitu","1",2011-07-21,6.599999905,3.281824506,1.409092284,10,6,31,17,6.1,358,393,9.4,12.3,0.58,1.7,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2011-08-18,5.900000095,3.281824506,3.281824506,4,5,9,7.500000477,5.3,345,352,8.4,9.4,0.53,0.71,NA,7.800000191,NA
"Rerewhakaaitu","1",2011-09-23,3.400000095,1.409092284,1.409092284,6,6,0.5,1,5.2,340,366,9.4,9.4,0.65,0.8,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2011-10-27,2.700000048,1.409092284,1.409092284,15,12,7,2,5,349,372,8.4,11.4,0.78,1,7.5,7.599999905,NA
"Rerewhakaaitu","1",2011-11-17,3.200000048,1.409092284,2.345458395,14,6,7,5,4.2,372,380,9.4,10.4,0.81,0.86,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2011-12-14,2.5,1.409092284,3.281824506,44,21,12,9,5.7,385,395,9.4,10.4,0.7,0.98,7.199999809,7.400000095,NA
"Rerewhakaaitu","1",2012-01-19,6,2.345458395,2.345458395,5,3,3,2,4.2,339,357,9.4,13.3,0.89,1,7.199999809,7.400000095,NA
"Rerewhakaaitu","1",2012-02-21,3.799999952,2.345458395,3.281824506,38,16,10,8,3.6,371,356,14.3,15.3,1.2,1.5,6.900000095,7,NA
"Rerewhakaaitu","1",2012-03-26,6.400000095,1.409092284,0.472726173,6,1,4,3,4.1,349,367,11.4,12.3,1.2,1.3,7.400000095,7.5,NA
"Rerewhakaaitu","1",2012-04-19,4.400000095,1.409092284,1.409092284,1,3,1,3,4.8,351,376,10.4,14.3,0.85,1.1,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2012-05-18,5.5,1.409092284,1.409092284,2,2,0.5,0.5,5.1,321,331,10.4,10.4,0.8,0.85,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2012-06-27,4.699999809,0.472726173,2.345458395,3,5,2,5,6.3,319,336,9.4,10.4,0.6,0.85,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2012-07-20,2.900000095,2.345458395,3.281824506,7,5,3,6,6.8,320,301,7.4,7.4,0.7,0.5,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2012-08-13,3.299999952,1.409092284,1.409092284,6,4,4,5,6.9,314,322,6.5,6.5,0.65,0.65,7.400000095,7.299999714,NA
"Rerewhakaaitu","1",2012-09-20,3,1.409092284,1.409092284,1,1,3,2,5.1,348,358,9.4,9.4,0.7,0.75,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2012-10-18,1.799999952,1.409092284,1.409092284,7,7,8,7,6.3,354,365,8.4,9.4,1.8,2.7,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2012-11-15,2.309999943,2.345458395,2.345458395,21,11,18,10,7,363,365,7.4,9.4,0.6,0.75,7.400000095,7.599999905,NA
"Rerewhakaaitu","1",2012-12-13,1.299999952,0.472726173,0.472726173,39,27,23,13,7.1,382,377,8.4,8.4,0.6,0.9,7.199999809,7.300000191,NA
"Rerewhakaaitu","1",2013-01-17,3.599999905,1.409092284,1.409092284,79,20,10,4,3.9,403,385,10.4,12.3,1.4,1.3,7.099999905,7.599999905,NA
"Rerewhakaaitu","1",2013-02-18,5.099999905,2.345458395,3.281824506,35,6,4,2,4,397,390,11.4,12.3,1.4,1.4,7.099999905,7,NA
"Rerewhakaaitu","1",2013-03-21,5.699999809,2.345458395,2.345458395,8,9,2,3,3.5,370,384,12.3,11.4,1.5,1.7,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2013-04-18,1.799999952,3.281824506,4.218190617,16,14,17,21,6.1,336,350,10.4,11.4,0.85,1,7.300000191,7.199999809,NA
"Rerewhakaaitu","1",2013-05-16,3.099999905,1.409092284,2.345458395,12,20,11,23,6.7,346,385,10.4,12.3,0.75,1,7.699999809,7.800000191,NA
"Rerewhakaaitu","1",2013-06-20,3.400000095,1.409092284,1.409092284,3,4,6,8,6.9,319,336,7.4,8.4,0.8,0.8,7.5,7.5,NA
"Rerewhakaaitu","1",2013-07-18,2.099999905,3.281824506,3.281824506,3,3,10,9.5,7.7,297,304,7.4,8.4,0.65,0.65,7.099999905,7.350000381,NA
"Rerewhakaaitu","1",2013-08-23,2.200000048,2.345458395,2.345458395,1,2,0.5,2,6.7,250,275,6.5,6.5,0.75,0.75,7.5,7.599999905,NA
"Rerewhakaaitu","1",2013-09-19,1.899999976,1.409092284,1.409092284,2,4,1,3,6.8,324,319,9.4,9.4,0.85,0.75,8,8,NA
"Rerewhakaaitu","1",2013-10-17,2.599999905,1.409092284,0.472726173,3,2,5,4,7.8,352,321,16.2,8.4,0.65,0.95,7.5,7.5,NA
"Rerewhakaaitu","1",2013-11-22,5.599999905,2.345458395,4.218190617,10,14,5,16,6.2,330,360,9.4,12.3,1,1.1,6.400000095,7.300000191,NA
"Rerewhakaaitu","1",2013-12-12,2.900000095,0.472726173,0.472726173,27,11,6,9,4.5,374,380,7.4,8.4,1,1.2,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2014-01-20,6.300000191,0.472726173,1.409092284,1,1,2,1,5.8,377,355,10.4,9.4,0.8,0.75,7.199999809,7.199999809,NA
"Rerewhakaaitu","1",2014-02-20,4.400000095,1.409092284,3.281824506,8,3,5,5,5.8,342,361,6.5,9.4,0.9,1.6,7.5,7.699999809,NA
"Rerewhakaaitu","1",2014-03-20,2.5,0.472726173,0.472726173,15,5,6,2,4.7,350,366,9.4,9.4,1.2,1.3,7.400000095,7.5,NA
"Rerewhakaaitu","1",2014-04-22,4.699999809,1.409092284,0.472726173,1,3,6,14,5.3,325,330,9.4,9.4,0.85,0.85,7.300000191,7,NA
"Rerewhakaaitu","1",2014-05-22,3.099999905,2.345458395,1.409092284,4,3,0.5,2,7.2,301,349,4.5,10.4,1,1.1,7.400000095,7.099999905,NA
"Rerewhakaaitu","1",2014-06-19,2.200000048,1.409092284,1.409092284,1,1,1,2,8.1,301,313,6.5,7.4,0.5,0.55,7.599999905,7.5,NA
"Rerewhakaaitu","1",2014-07-25,1.5,2.345458395,4.218190617,3,4,0.5,2,8.8,293,294,8.4,8.4,0.55,0.65,7.099999905,7.25,NA
"Rerewhakaaitu","1",2014-08-21,1.299999952,2.345458395,3.281824506,1,1,0.5,1,8.4,293,295,11.4,12.3,0.9,0.6,7.599999905,7.800000191,NA
"Rerewhakaaitu","1",2014-09-18,2.400000095,1.409092284,5.154556728,1,3,1,3,7.9,279,239,8.4,15.3,0.7,0.7,7.5,7.5,NA
"Rerewhakaaitu","1",2014-10-22,1.200000048,1.409092284,0.472726173,5,4,2,2,8.6,275,280,8.4,8.4,0.55,0.6,7.400000095,7.5,NA
"Rerewhakaaitu","1",2014-11-20,2.299999952,2.345458395,2.345458395,4,3,3,2,9.3,317,294,8.4,8.4,1,0.65,7.599999905,6.800000191,NA
"Rerewhakaaitu","1",2014-12-18,2.200000048,0.472726173,1.409092284,6,4,3,5,6.1,400,354,20.1,10.4,0.7,1.4,7.300000191,7.400000095,NA
"Rerewhakaaitu","1",2015-01-22,3.799999952,0.472726173,1.409092284,7,2,3,2,4.4,343,340,9.4,9.4,1.3,1.1,7,7.300000191,NA
"Rerewhakaaitu","1",2015-02-19,3.299999952,1.409092284,1.409092284,13,6,5,3,4.8,342,339,9.4,9.4,1.1,0.95,7.099999905,7.199999809,NA
"Rerewhakaaitu","1",2015-03-19,5.199999809,0.004543117,0.004543117,1,1,2,3,4,347,352,9.4,9.4,1.3,1.5,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2015-04-16,3.900000095,3.281824506,3.281824506,3,3,6,6,6.3,327,331,8.4,8.4,0.7,0.95,7.5,7.300000191,NA
"Rerewhakaaitu","1",2015-05-21,1.799999952,1.409092284,1.409092284,4,4,2,2,8.6,328,328,8.4,8.4,0.5,0.5,6.800000191,7,NA
"Rerewhakaaitu","1",2015-06-23,2,1.409092284,0.472726173,1,3,1,2.5,8.3,291,297,6.5,7.4,0.85,0.7,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2015-07-23,1.399999976,0.472726173,0.472726173,2,3,0.5,1,10.8,282,279,6.5,6.5,0.45,1.8,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2015-08-17,2,0.004543117,0.004543117,1,4,59,1,7.8,302,306,7.4,8.4,0.75,0.6,7.5,7.400000095,NA
"Rerewhakaaitu","1",2015-09-17,1.899999976,0.472726173,1.409092284,12,3,1,2,8.8,281,287,7.4,7.4,0.7,1,7.699999809,7.599999905,NA
"Rerewhakaaitu","1",2015-10-22,1.899999976,0.472726173,0.472726173,1,3,1,2,8.1,281,286,7.4,7.4,0.75,0.85,7.699999809,7.599999905,NA
"Rerewhakaaitu","1",2015-11-19,4.599999905,0.004543117,1.409092284,2,3,3,5,8.3,327,345,10.4,13.3,0.9,2,7.199999809,7.300000191,NA
"Rerewhakaaitu","1",2015-12-17,6.699999809,1.409092284,1.409092284,1,1,2,2,5.9,360,364,13.3,13.3,1.2,1.6,7.199999809,7.300000191,NA
"Rerewhakaaitu","1",2016-01-22,4.599999905,0.472726173,1.409092284,3,2,4,2,6.2,329,327,9.4,9.4,1,1.4,7.199999809,7.199999809,NA
"Rerewhakaaitu","1",2016-02-22,4,0.472726173,0.472726173,1,5,7,5,4.9,296,297,8.4,8.4,1,1.1,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2016-03-17,3.799999952,0.004543117,1.409092284,17,12,9,8,5.8,303,306,10.4,11.4,1.1,1.9,7.199999809,7.099999905,NA
"Rerewhakaaitu","1",2016-04-21,8.600000381,0.004543117,0.472726173,8,7,2,2,5.7,327,339,9.4,10.4,0.95,0.45,7.599999905,7.699999809,NA
"Rerewhakaaitu","1",2016-05-19,6.199999809,0.472726173,1.409092284,4,1,0.5,0.5,4.3,289,307,8.4,9.4,0.8,1.2,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2016-06-16,3.700000048,0.472726173,0.472726173,3,3,0.5,2,8.6,292.9,303.3,7.1,7.5,0.4,0.65,7.599999905,7.5,NA
"Rerewhakaaitu","1",2016-07-21,3.599999905,0.472726173,0.004543117,4,0,6,7,7.7,277,284,8.4,8.4,0.8,1.2,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2016-08-18,2.599999905,3.281824506,3.281824506,4,4,5,2,8.6,280,280,8.4,8.4,2.3,2,7.599999905,7.599999905,NA
"Rerewhakaaitu","1",2016-09-22,3.799999952,0.472726173,0.472726173,5,5,8,4,6.4,350,310,13.3,10.4,1.3,0.9,7.5,7.599999905,NA
"Rerewhakaaitu","1",2016-10-20,2.599999905,0.472726173,4.218190617,5,6,2,3,5.2,280,290,7.4,8.4,0.95,1,7.699999809,7.599999905,NA
"Rerewhakaaitu","1",2016-11-17,1.899999976,0.472726173,0.472726173,4,6,2,3,7.2,280,290,7.4,7.4,0.55,0.7,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2016-12-09,3.799999952,0.472726173,0.472726173,2,2,0,0,6.8,290,310,10.4,10.4,0.85,0.95,7.5,7.599999905,NA
"Rerewhakaaitu","1",2017-01-19,3.299999952,1.409092284,2.345458395,5,4,2,4,6.3,330,370,9.4,12.3,0.85,1.7,7.400000095,7.5,NA
"Rerewhakaaitu","1",2017-02-16,7.5,0.472726173,1.409092284,6,4,3,2,6.2,330,320,13.3,10.4,1.4,1,7.400000095,7.5,NA
"Rerewhakaaitu","1",2017-03-16,4.900000095,0.472726173,0.472726173,3,3,4,4,4.3,330,340,8.4,9.4,1.1,1.3,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2017-04-19,4.800000191,1.409092284,1.409092284,2,3,1,1,6.3,260,270,10.4,10.4,0.85,0.9,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2017-05-23,3.299999952,1.409092284,1.409092284,3,4,20,20,6.8,250,250,8.4,7.4,0.7,0.75,7.199999809,7.099999905,NA
"Rerewhakaaitu","1",2017-06-22,5.099999905,1.409092284,1.409092284,8,8,29,24,5.7,340,360,7.4,9.4,0.7,0.75,7.300000191,7.300000191,NA
"Rerewhakaaitu","1",2017-07-20,3.5,1.409092284,1.409092284,4,4,70,47,6.2,320,300,8.4,9.4,0.5,0.6,7.400000095,7.300000191,NA
"Rerewhakaaitu","1",2017-08-17,4.800000191,1.409092284,1.409092284,5,3,65,68,6.3,340,360,8.4,11.4,0.65,0.85,7.400000095,7.400000095,NA
"Rerewhakaaitu","1",2017-09-21,6.300000191,2.345458395,2.345458395,6,5,65,62,5.9,350,380,11.4,15.3,0.8,1,7.400000095,7.5,NA
"Rerewhakaaitu","1",2017-10-19,3,1.409092284,2.345458395,8,9,75,73,5.4,400,410,11.4,13.3,0.75,0.85,7.5,7.5,NA
